LOCTouched,LOCadded,MaxLOCadded,AvgLOCadded,churn,MaxChurn,AvgChurn,ChgSetSize,MaxChgSet,AvgChgSet,Bugginess
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,YES
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,YES
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,YES
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,YES
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
0,0,0,0.0,0,0,0.0,0,0,0.0,No
